STOP_ID,STOP_TYPE,X,Y,LAST_UPDATE_DATE,STOP_CODE
2,1,843622,813951,2024-02-02,
3,1,843333,814109,2023-03-04,
4,1,842947,814013,2023-03-04,
5,1,842646,813814,2023-03-04,
6,1,842419,813736,2023-03-04,
7,1,842246,813653,2023-03-04,
8,1,842182,813741,2023-03-04,
9,1,842149,813996,2023-03-04,
10,1,842092,814350,2023-03-04,
11,1,842111,814519,2023-03-04,
12,1,842016,814846,2023-03-04,
13,1,841835,815086,2023-03-04,
15,1,836740,815798,2023-03-04,
16,1,836554,815722,2023-03-04,
17,1,831457,840927,2023-03-04,
18,1,836068,815612,2023-03-04,
19,1,835644,815588,2023-03-04,
20,1,831231,841090,2023-03-04,
21,1,834543,815898,2023-03-04,
22,1,834350,815826,2023-03-04,
23,1,834272,816048,2023-03-04,
24,1,834053,816219,2023-03-04,
26,1,834105,816179,2023-03-04,
27,1,834210,816042,2023-03-04,
28,1,834453,815978,2023-03-04,
30,1,835508,815645,2023-03-04,
31,1,835876,815624,2023-03-04,
32,1,836178,815914,2023-05-15,
33,1,841864,815086,2023-03-04,
35,1,842077,814745,2023-03-04,
36,1,842120,814412,2023-03-04,
40,1,842454,813774,2023-03-04,
42,1,842822,813944,2023-03-04,
43,1,842938,814035,2023-03-04,
46,1,843941,813766,2023-03-04,
48,1,842527,814357,2023-03-04,
49,1,838171,816605,2023-03-04,
50,1,838176,816468,2023-03-04,
51,1,838202,816314,2023-03-04,
53,1,838257,816249,2023-03-04,
54,1,838344,816464,2023-03-04,
55,1,838534,816486,2023-03-04,
56,1,838719,816423,2023-03-04,
57,1,838533,816074,2023-03-04,
58,1,838899,816952,2023-03-04,
59,1,838593,816885,2023-03-04,
60,1,838426,816849,2023-03-04,
61,1,838144,816768,2023-03-04,
62,1,837997,816589,2023-03-04,
63,1,837926,816216,2023-03-04,
64,1,837519,815698,2023-03-04,
66,1,836954,815055,2023-03-04,
67,1,837084,814626,2023-03-04,
68,1,836873,814582,2023-03-04,
69,1,836648,814737,2023-03-04,
74,1,842066,814511,2023-03-04,
75,1,841770,813828,2023-03-04,
79,1,840455,809885,2023-03-04,
80,1,840245,809624,2023-03-04,
82,1,840003,808944,2023-03-04,
84,1,840413,808669,2023-03-04,
87,1,840408,808664,2023-03-04,
89,1,839812,809248,2023-03-04,
90,1,840037,809489,2023-03-04,
91,1,840287,809675,2023-03-04,
93,1,841003,810754,2023-03-04,
94,1,840919,811582,2023-03-04,
95,1,842317,818753,2023-03-04,
96,1,841814,813923,2023-03-04,
97,1,842030,814469,2023-03-04,
99,1,842212,814010,2023-03-04,
100,1,841456,815393,2023-03-04,
101,1,841339,815568,2023-03-04,
102,1,841068,815761,2023-03-04,
103,1,840787,816064,2023-03-04,
104,1,840383,816178,2023-03-04,
105,1,840136,816189,2023-03-04,
106,1,839887,816206,2023-03-04,
107,1,839712,816444,2023-03-08,
108,1,839610,816779,2023-03-04,
109,1,839464,816950,2023-03-04,
110,1,839316,816998,2023-03-04,
111,1,839052,816988,2023-03-04,
112,1,838777,816927,2023-03-04,
113,1,836954,815681,2023-03-04,
116,1,836443,815498,2023-03-04,
118,1,836177,815437,2023-03-04,
119,1,835979,815415,2023-03-04,
120,1,835770,815394,2023-03-04,
121,1,835689,815400,2023-03-04,
122,1,835057,815462,2024-03-27,
124,1,833936,816300,2023-03-04,
125,1,833502,816629,2023-03-04,
127,1,833903,816342,2023-03-04,
128,1,834512,815761,2023-03-04,
129,1,834606,815696,2023-03-04,
130,1,834958,815533,2024-03-27,
131,1,835515,815439,2023-03-04,
132,1,835952,815436,2023-03-04,
133,1,836202,815464,2023-03-04,
134,1,836298,815477,2023-03-04,
135,1,836643,815593,2023-03-04,
136,1,837048,815708,2023-03-04,
137,1,837583,815779,2023-03-04,
139,1,837920,816521,2023-03-04,
140,1,838144,816797,2023-03-04,
141,1,838430,816875,2023-03-04,
142,1,838780,816951,2023-03-04,
143,1,838903,816977,2023-03-04,
144,1,839307,817023,2023-03-04,
146,1,839665,816681,2023-03-04,
147,1,839820,816304,2023-03-04,
148,1,840107,816212,2023-03-04,
149,1,840309,816209,2023-03-04,
151,1,840885,815970,2023-03-04,
152,1,841084,815772,2023-03-04,
155,1,842217,813970,2023-03-04,
156,1,842460,814004,2023-03-04,
157,1,843166,814251,2023-03-04,
159,1,843708,813805,2025-01-06,
161,1,843014,814319,2023-03-04,
163,1,833926,816392,2023-03-04,
166,1,842849,815253,2023-03-04,
167,1,842716,815421,2023-03-04,
169,1,841886,815765,2023-03-04,
170,1,841894,815555,2023-03-04,
171,1,841899,815422,2023-03-04,
172,1,841862,815251,2024-11-11,
173,1,840926,815874,2023-03-04,
174,1,840890,816049,2023-03-04,
175,1,841067,816147,2023-03-04,
176,1,841074,816036,2023-03-04,
178,1,838672,816950,2023-03-04,
179,1,838824,817153,2023-03-04,
180,1,840458,816272,2023-03-04,
181,1,840970,815943,2023-03-04,
182,1,841852,815238,2024-11-11,
183,1,841886,815478,2023-03-04,
185,1,841886,815796,2023-03-04,
187,1,842109,815991,2023-03-04,
188,1,842901,815158,2023-03-04,
190,1,842760,814619,2023-03-04,
193,1,835646,819170,2023-03-04,
194,1,835605,819401,2023-03-04,
197,1,835121,820596,2023-03-04,
199,1,834678,821204,2023-03-04,
203,1,834518,821334,2023-03-04,
204,1,834324,821654,2023-03-04,
205,1,834301,821806,2023-03-04,
206,1,834566,821817,2023-03-04,
207,1,834659,821424,2023-03-04,
208,1,834829,821264,2023-03-04,
209,1,835033,821091,2023-03-04,
210,1,835182,820969,2023-03-04,
211,1,835378,820715,2023-03-04,
212,1,835419,820487,2023-03-04,
214,1,835626,819406,2023-03-04,
216,1,835700,818992,2023-03-04,
219,1,836652,818079,2023-03-04,
220,1,837237,816134,2023-03-04,
221,1,837734,816322,2023-03-04,
222,1,837996,816726,2023-03-04,
223,1,838129,816883,2023-03-04,
228,1,838246,816809,2023-03-04,
230,1,836492,815437,2023-03-04,
231,1,836189,815327,2023-03-04,
232,1,835728,815508,2023-03-04,
233,1,835144,815556,2024-04-03,
234,1,836064,815391,2023-03-04,
235,1,836292,815366,2023-03-04,
236,1,836501,815449,2023-03-04,
237,1,836801,815358,2023-03-04,
238,1,837047,815413,2023-03-04,
240,1,834528,816347,2023-03-04,
241,1,834511,816209,2023-03-04,
244,1,834570,815420,2023-03-04,
245,1,834272,815291,2023-03-04,
246,1,833932,815614,2023-03-04,
247,1,833693,815831,2023-03-04,
248,1,833436,816000,2023-03-04,
249,1,833286,816027,2023-03-04,
250,1,833382,815997,2023-03-04,
252,1,833572,815779,2023-03-04,
253,1,833835,815532,2023-03-04,
254,1,834007,815242,2023-03-04,
255,1,834292,815406,2023-03-04,
256,1,834495,815491,2024-03-05,
257,1,834437,815669,2023-03-04,
258,1,834268,815892,2023-03-04,
259,1,834501,816238,2023-03-04,
261,1,834125,815841,2023-03-04,
262,1,833930,815954,2023-03-04,
263,1,833939,815896,2023-03-04,
264,1,833971,815683,2023-03-04,
265,1,832968,816215,2023-03-04,
266,1,832905,816142,2023-03-04,
267,1,832829,816113,2023-03-04,
268,1,832983,816170,2023-03-04,
269,1,833170,815966,2023-03-04,
270,1,833244,815926,2023-03-04,
271,1,833558,815744,2023-03-04,
274,1,835989,816137,2023-03-04,
276,1,836751,815638,2023-03-04,
277,1,837142,815686,2023-03-04,
279,1,837660,815504,2023-03-04,
280,1,837992,815357,2023-03-04,
282,1,838031,815887,2023-03-04,
283,1,838143,816113,2023-03-04,
284,1,838095,816208,2023-03-04,
285,1,838228,816499,2023-03-04,
286,1,838437,816583,2023-03-04,
287,1,838660,816583,2023-03-04,
288,1,838908,816647,2023-03-04,
289,1,838612,816266,2023-03-04,
291,1,838599,816248,2023-03-04,
292,1,838548,816462,2023-03-04,
293,1,838382,816481,2023-03-04,
294,1,838321,816399,2023-03-04,
295,1,838234,816214,2023-11-09,
296,1,838179,816503,2023-03-04,
297,1,837735,816061,2023-03-04,
300,1,837994,815807,2023-03-04,
301,1,837997,815555,2023-03-04,
304,1,837697,815460,2023-03-04,
306,1,832399,813206,2023-03-04,
307,1,832242,813359,2023-03-04,
308,1,832243,813018,2023-03-23,
309,1,832551,812615,2023-03-04,
310,1,833337,812297,2023-03-04,
312,1,834349,812084,2023-03-04,
313,1,834784,812219,2023-03-04,
315,1,836149,812357,2023-03-04,
316,1,836617,815262,2023-03-04,
318,1,835455,815421,2023-03-04,
319,1,834749,815623,2023-03-04,
320,1,834090,816113,2023-03-04,
321,1,833903,816159,2023-03-04,
322,1,833627,816174,2023-03-04,
323,1,833405,816344,2023-03-04,
324,1,833015,816415,2023-03-04,
325,1,832755,816438,2023-03-04,
326,1,832628,816446,2023-03-04,
327,1,832463,816288,2023-03-04,
328,1,832016,816082,2023-03-04,
329,1,831785,816096,2023-03-04,
330,1,831678,815866,2023-03-04,
331,1,831554,815489,2023-03-04,
332,1,831467,814960,2023-03-04,
334,1,831503,814533,2023-03-04,
335,1,831695,814234,2023-03-04,
336,1,831822,813949,2023-03-04,
337,1,832020,813745,2023-03-04,
338,1,832109,813547,2023-03-04,
340,1,832308,812997,2023-03-04,
341,1,832074,813525,2023-03-04,
343,1,831776,813980,2023-03-04,
344,1,831639,814277,2023-03-04,
345,1,831507,814463,2023-03-04,
346,1,831426,815011,2023-03-04,
347,1,831534,815497,2023-03-04,
348,1,831673,815920,2023-03-04,
349,1,831743,816083,2023-03-04,
350,1,831934,816163,2023-05-15,
351,1,832308,816266,2023-03-04,
352,1,832424,816369,2023-03-04,
353,1,832509,816566,2023-03-04,
354,1,832646,816570,2023-03-04,
355,1,832883,816562,2023-03-04,
356,1,833118,816546,2023-03-04,
359,1,834216,816529,2023-03-04,
360,1,834549,816423,2023-03-04,
362,1,835776,815299,2023-03-04,
364,1,836256,815346,2023-03-04,
365,1,836651,815181,2023-03-04,
366,1,836121,812332,2023-03-04,
369,1,834849,812181,2023-03-04,
371,1,834067,812035,2023-03-04,
372,1,833753,812133,2023-03-04,
375,1,832217,813023,2023-03-04,
377,1,832451,816153,2023-03-04,
378,1,832597,816220,2023-03-04,
379,1,833959,816435,2023-03-04,
380,1,832693,816173,2023-03-04,
381,1,832324,816133,2023-03-04,
382,1,831820,816389,2023-03-04,
384,1,831882,816481,2023-03-04,
385,1,832179,816467,2023-03-04,
388,1,834528,815850,2023-03-04,
389,1,835664,815426,2023-03-04,
392,1,831505,816084,2023-03-04,
393,1,831204,815956,2023-03-04,
394,1,830926,815909,2023-03-04,
395,1,830685,815906,2023-03-04,
396,1,830929,815925,2023-03-04,
398,1,831455,816162,2023-03-04,
399,1,831546,816244,2023-03-04,
400,1,831642,816380,2023-03-04,
401,1,834853,815649,2024-04-03,
403,1,840363,808207,2023-03-04,
406,1,840122,809573,2023-03-04,
407,1,839531,809430,2023-07-24,
408,1,838976,809685,2023-03-04,
409,1,838621,810750,2023-03-04,
411,1,838154,811089,2023-03-04,
412,1,837896,810961,2023-03-04,
413,1,837563,810986,2023-03-04,
416,1,836372,811920,2023-03-04,
417,1,836192,812151,2023-03-04,
418,1,836447,815102,2023-03-04,
419,1,836206,815108,2023-03-04,
420,1,835829,815076,2023-03-04,
422,1,835381,815372,2023-03-04,
425,1,835343,815417,2023-03-04,
426,1,835579,815250,2023-03-04,
427,1,835733,815147,2023-03-04,
429,1,836267,815147,2023-03-04,
430,1,836212,812208,2023-03-04,
431,1,836459,811893,2023-03-04,
434,1,837584,810983,2023-03-04,
435,1,837930,811074,2023-03-04,
436,1,838169,811099,2023-03-04,
437,1,838522,811080,2023-03-04,
440,1,838960,809774,2023-03-04,
441,1,839614,809608,2023-03-04,
443,1,839931,809565,2023-05-04,
444,1,840070,809565,2023-05-04,
446,1,839863,809163,2023-03-04,
448,1,840364,808229,2023-03-04,
449,1,833595,811729,2023-03-04,
450,1,834030,811615,2023-03-04,
451,1,834181,811654,2023-03-04,
452,1,834169,811633,2023-03-04,
453,1,834014,811584,2023-03-04,
454,1,833471,811704,2023-03-04,
457,1,833413,811575,2023-03-04,
458,1,833194,811602,2024-05-16,
462,1,834442,812085,2023-03-04,
467,1,834927,815647,2023-03-04,
468,1,835073,815529,2023-03-04,
469,1,836724,815502,2023-03-04,
471,1,833052,816228,2023-03-04,
472,1,833235,816085,2023-03-04,
473,1,833382,816029,2023-03-04,
474,1,833589,815947,2023-03-04,
475,1,833886,812340,2023-03-04,
476,1,834094,812205,2023-03-04,
481,1,837646,815572,2023-03-04,
482,1,834318,811455,2023-03-04,
483,1,834154,811330,2023-03-04,
484,1,833993,811413,2023-03-04,
486,1,836576,815179,2023-03-04,
487,1,835967,812090,2023-03-04,
489,1,832134,812792,2023-03-04,
490,1,832054,812666,2023-03-04,
491,1,832110,812489,2023-03-04,
493,1,835581,812384,2023-03-04,
495,1,832311,812547,2023-03-04,
496,1,832193,812461,2023-03-04,
497,1,832055,812580,2023-03-04,
498,1,832026,812737,2023-03-04,
499,1,832077,812563,2023-06-01,
501,1,832243,813366,2023-03-04,
502,1,832460,813137,2023-03-04,
503,1,832460,812947,2023-03-04,
505,1,834050,812084,2023-03-04,
506,1,834156,816205,2023-03-04,
507,1,833231,816405,2023-03-04,
508,1,832936,816453,2023-03-04,
510,1,834383,816247,2023-03-06,
511,1,833216,812202,2023-03-04,
512,1,832930,812203,2023-03-04,
513,1,832486,812319,2023-03-04,
514,1,832915,812211,2023-03-04,
517,1,815901,827545,2023-03-04,
518,1,834939,815587,2023-03-04,
520,1,836536,814448,2023-03-04,
521,1,836815,814368,2023-03-04,
523,1,837822,813460,2023-03-04,
526,1,836702,812827,2023-03-04,
527,1,836036,812433,2023-03-04,
528,1,835902,812349,2023-03-04,
529,1,835314,812258,2023-03-04,
530,1,834106,812322,2023-03-04,
531,1,834179,812525,2023-03-04,
532,1,834311,812575,2023-03-04,
535,1,834192,812191,2023-03-04,
536,1,834234,812365,2023-03-04,
538,1,836016,812437,2023-03-04,
539,1,836730,812839,2023-11-09,
540,1,837104,812823,2023-03-04,
541,1,837881,813191,2023-03-04,
545,1,836791,814234,2023-03-04,
546,1,836790,814378,2023-03-04,
547,1,836586,814420,2023-03-04,
548,1,836427,814600,2023-03-04,
550,1,841571,815508,2023-03-04,
551,1,841354,815371,2023-03-04,
552,1,841388,815248,2023-03-04,
553,1,841074,815381,2023-03-04,
554,1,840737,815567,2023-03-04,
555,1,840494,815689,2023-03-04,
556,1,840672,815772,2023-03-04,
557,1,840763,815866,2023-03-04,
558,1,833430,812343,2023-03-04,
559,1,833461,812433,2023-03-04,
560,1,833253,812403,2023-03-04,
562,1,840797,815767,2023-03-04,
563,1,840684,815714,2023-03-04,
564,1,840546,815612,2023-03-04,
565,1,840841,815610,2023-03-04,
567,1,841302,815199,2023-03-04,
568,1,841329,815396,2023-03-04,
571,1,837354,814226,2023-03-04,
572,1,837259,814382,2023-03-04,
573,1,837087,814454,2023-03-04,
582,1,837823,815105,2023-03-04,
583,1,837774,815338,2023-03-04,
585,1,838159,815260,2023-03-04,
586,1,837143,815661,2023-03-04,
587,1,836305,815454,2023-03-04,
588,1,834184,816170,2023-03-04,
589,1,834351,815852,2023-03-04,
591,1,837960,815201,2023-03-04,
592,1,837809,815195,2024-12-06,
593,1,837874,815063,2023-03-04,
594,1,837923,814972,2023-03-04,
595,1,838045,814974,2023-03-04,
597,1,838010,814846,2023-03-04,
598,1,838101,814668,2023-03-04,
599,1,838084,814513,2023-03-04,
604,1,834138,815219,2023-03-04,
605,1,834240,815197,2023-03-04,
606,1,834326,815176,2023-03-04,
607,1,834453,815170,2023-03-04,
608,1,834662,815173,2023-03-04,
609,1,834442,815269,2023-03-04,
610,1,837732,815851,2023-03-04,
611,1,833832,816223,2023-03-04,
612,1,832435,816429,2023-03-04,
613,1,831987,816350,2023-03-04,
616,1,834737,815709,2023-03-04,
617,1,835963,815071,2023-03-04,
618,1,836438,815125,2023-03-04,
619,1,837506,815357,2023-03-04,
620,1,837220,815191,2023-03-04,
621,1,833654,816413,2023-03-04,
623,1,833159,816526,2023-03-04,
624,1,833031,816538,2023-03-04,
625,1,832655,816551,2023-03-04,
626,1,832273,816476,2023-03-04,
627,1,832071,816416,2023-03-04,
628,1,831619,816291,2023-03-28,
629,1,831467,816152,2023-03-04,
632,1,837628,815118,2023-03-04,
633,1,837692,816362,2023-03-04,
635,1,837836,815790,2023-03-04,
636,1,837797,815580,2023-03-04,
637,1,831718,816377,2023-03-04,
638,1,830154,815221,2023-03-04,
639,1,830142,815228,2023-03-04,
640,1,830179,815576,2023-03-04,
641,1,830350,815781,2023-03-04,
644,1,830481,815792,2023-03-04,
645,1,830277,815714,2023-03-04,
646,1,830183,815536,2023-03-04,
647,1,834658,815898,2023-03-04,
648,1,837925,812549,2023-03-04,
649,1,837769,811890,2023-03-04,
650,1,837530,811290,2023-03-04,
652,1,837701,811672,2023-03-04,
653,1,837881,812691,2023-03-04,
657,1,837937,816359,2023-03-04,
658,1,836900,815878,2023-03-04,
659,1,834043,811317,2023-03-04,
661,1,837845,816274,2023-03-04,
662,1,837824,814941,2023-03-04,
663,1,837851,814809,2023-03-04,
664,1,837769,814664,2023-03-04,
665,1,837614,814385,2023-03-04,
666,1,837688,814113,2023-03-04,
667,1,837663,813748,2023-03-04,
668,1,831961,812748,2023-03-04,
670,1,837687,813760,2023-03-04,
672,1,838366,816988,2023-03-04,
673,1,832826,816164,2023-03-04,
674,1,833911,815694,2023-03-04,
675,1,834406,815831,2023-03-04,
677,1,830421,814903,2023-03-04,
678,1,830801,814841,2023-03-04,
679,1,831052,814931,2023-03-04,
681,1,830978,814589,2023-03-04,
682,1,831141,814380,2023-03-04,
683,1,831223,814207,2023-03-04,
684,1,831381,814261,2023-03-04,
685,1,831676,813869,2023-03-04,
686,1,832073,812905,2023-03-04,
687,1,832289,812731,2023-03-04,
688,1,831797,813451,2023-03-04,
689,1,831902,813048,2023-03-04,
691,1,831763,813673,2023-03-04,
692,1,831599,813896,2023-03-04,
694,1,831178,814272,2023-03-04,
695,1,831055,814451,2023-03-04,
696,1,830968,814614,2023-03-04,
697,1,831104,814712,2023-03-04,
698,1,830958,814889,2023-03-04,
700,1,831818,813662,2023-03-04,
703,1,836143,812225,2023-03-04,
706,1,841119,819355,2023-03-04,
707,1,840342,819666,2023-03-04,
708,1,839036,827530,2023-03-04,
709,1,838905,827432,2023-03-04,
711,1,840128,820635,2023-03-04,
712,1,840659,819577,2023-03-04,
716,1,838593,810883,2023-03-04,
718,1,836267,821930,2023-03-04,
719,1,839043,827561,2023-03-04,
721,1,838842,827696,2023-03-04,
723,1,836160,817725,2023-03-04,
724,1,835327,818303,2023-03-04,
725,1,835306,820365,2023-03-04,
726,1,835494,819389,2023-03-04,
734,1,834927,815506,2023-03-04,
736,1,838586,817033,2023-03-04,
738,1,836821,815347,2023-03-04,
739,1,832488,822005,2023-03-04,
740,1,833731,822176,2023-03-04,
741,1,834105,821866,2023-03-04,
742,1,834323,821788,2023-03-04,
743,1,834570,821478,2023-03-04,
744,1,835597,819558,2023-03-04,
745,1,835652,819264,2023-03-04,
746,1,837358,815682,2023-03-04,
747,1,841568,815782,2023-03-04,
748,1,840810,816034,2023-03-04,
749,1,839790,816299,2023-03-08,
751,1,835499,819956,2023-03-04,
752,1,835431,820306,2023-03-04,
754,1,835171,820947,2023-03-04,
756,1,834770,821282,2023-03-04,
757,1,834090,821844,2023-03-04,
758,1,833931,821979,2023-03-04,
760,1,833229,821983,2023-03-04,
768,1,836499,821851,2023-03-04,
770,1,836425,820504,2023-03-04,
773,1,836192,819280,2023-03-04,
774,1,836217,818905,2023-03-04,
775,1,836595,818610,2023-03-04,
776,1,835917,815586,2023-03-04,
777,1,834159,815542,2023-03-04,
778,1,834441,815760,2023-03-04,
779,1,836189,818962,2023-03-04,
780,1,836253,819369,2023-03-04,
781,1,836416,819814,2024-05-07,
782,1,836143,819998,2023-03-04,
783,1,836396,820504,2023-11-09,
785,1,836452,821449,2023-03-04,
786,1,836631,821667,2023-03-04,
787,1,836726,821731,2023-03-04,
788,1,836758,822098,2023-03-04,
790,1,837251,822079,2023-03-04,
793,1,837643,822908,2023-07-28,
794,1,839455,820336,2023-03-04,
795,1,839560,820394,2023-03-04,
797,1,839487,821179,2023-03-04,
798,1,839355,821309,2023-03-04,
801,1,839357,821508,2023-03-04,
804,1,837428,820447,2023-03-04,
806,1,837340,819403,2023-03-04,
807,1,837227,819212,2023-03-04,
808,1,837070,818963,2023-03-04,
813,1,836690,815389,2023-03-04,
817,1,837358,820061,2023-03-04,
818,1,837461,820570,2023-03-04,
820,1,837838,821078,2023-03-04,
822,1,838572,821684,2023-03-04,
823,1,839391,821570,2023-03-04,
824,1,839227,820999,2023-03-04,
825,1,839270,821370,2023-03-04,
826,1,839517,821068,2023-03-04,
828,1,834191,821616,2023-03-04,
829,1,834209,821391,2023-03-04,
830,1,834605,821057,2023-03-04,
833,1,835178,820579,2023-03-04,
836,1,836925,815548,2023-03-04,
837,1,836852,815275,2023-03-04,
838,1,834929,820886,2023-03-04,
839,1,834931,820993,2023-03-04,
843,1,836455,822561,2023-03-04,
845,1,836650,825219,2023-03-04,
846,1,836538,825683,2023-03-04,
847,1,836612,825986,2023-03-08,
849,1,837244,826147,2023-03-04,
850,1,837792,826334,2023-03-04,
851,1,838120,826464,2023-03-04,
852,1,838145,826759,2023-03-04,
853,1,837414,827147,2023-03-04,
854,1,838212,826731,2023-03-04,
856,1,837841,826260,2023-03-04,
857,1,837336,826131,2023-03-04,
858,1,837009,826129,2023-03-04,
859,1,836580,825686,2023-03-04,
863,1,836437,819785,2024-05-07,
864,1,836276,819331,2023-03-04,
865,1,833380,822006,2023-03-04,
866,1,835509,819900,2023-03-04,
867,1,836068,815357,2023-03-04,
868,1,836989,826159,2023-03-04,
869,1,838206,827039,2023-03-04,
870,1,838457,827315,2023-03-04,
873,1,838982,827499,2023-03-04,
874,1,838462,827278,2023-03-04,
875,1,838183,826966,2023-03-04,
876,1,838140,826452,2023-03-04,
877,1,835802,815571,2023-03-04,
879,1,835451,834824,2023-03-04,
880,1,835296,834703,2023-03-04,
881,1,835252,834426,2023-03-04,
883,1,835911,834128,2023-03-04,
884,1,839949,826440,2023-03-04,
885,1,842118,817956,2023-03-04,
886,1,834209,816016,2023-03-04,
891,1,836214,815783,2023-03-04,
892,1,835872,834105,2023-03-04,
894,1,835367,834289,2023-03-04,
895,1,835261,834521,2023-03-04,
896,1,835282,834713,2023-03-04,
898,1,838148,814563,2023-03-04,
901,1,838776,816467,2023-03-04,
902,1,838866,816532,2024-02-29,
903,1,839430,816737,2023-03-04,
904,1,838976,817119,2023-03-17,
909,1,811128,817651,2023-03-04,
911,1,834513,818366,2023-07-12,
912,1,840643,816502,2023-03-04,
914,1,843834,813745,2023-03-04,
915,1,843996,813864,2023-03-04,
916,1,843648,814177,2023-03-04,
917,1,843338,814222,2023-03-04,
918,1,843690,814186,2023-03-04,
921,1,834439,818451,2023-03-04,
926,1,811879,816765,2023-03-04,
927,1,811041,817177,2023-03-04,
929,1,811562,819426,2023-03-04,
931,1,811243,820064,2023-03-04,
932,1,811048,817134,2023-03-04,
933,1,811727,816726,2023-03-04,
937,1,809889,817455,2023-03-04,
941,1,811822,816515,2023-03-04,
942,1,811999,816388,2023-03-04,
943,1,811535,815662,2024-05-16,
944,1,811954,816388,2023-03-04,
945,1,811775,816511,2023-03-04,
947,1,810280,817381,2023-05-08,
950,1,811175,817660,2023-03-04,
951,1,810988,818075,2023-03-04,
952,1,828033,823304,2023-03-04,
953,1,828248,823876,2023-03-04,
956,1,833336,822050,2023-07-12,
957,1,834381,821639,2023-03-04,
961,1,835769,818009,2023-03-04,
965,1,835783,817450,2023-03-04,
966,1,835771,817640,2023-03-04,
967,1,835725,818356,2023-03-04,
968,1,835701,818659,2023-03-04,
970,1,835662,819081,2023-03-04,
971,1,835027,821067,2023-03-04,
972,1,834821,821239,2023-03-04,
973,1,833186,821966,2023-03-04,
976,1,828220,823769,2023-03-04,
977,1,828043,823220,2023-03-04,
978,1,810788,817588,2023-03-04,
979,1,810935,818141,2023-03-04,
980,1,817940,825433,2023-03-04,
981,1,833772,816382,2023-03-04,
982,1,811919,820096,2023-03-04,
985,1,837430,826994,2023-03-04,
986,1,837678,827068,2023-03-04,
987,1,834942,812192,2023-03-04,
993,1,835263,822514,2023-03-04,
994,1,837254,822618,2023-03-04,
995,1,839108,822329,2023-03-04,
998,1,844922,819153,2023-03-04,
999,1,844868,819365,2023-03-04,
1000,1,845265,819562,2023-03-04,
1001,1,845261,820020,2023-05-31,
1003,1,844500,820605,2023-03-04,
1006,1,844992,820338,2023-03-04,
1007,1,845261,820046,2023-03-04,
1008,1,845461,819760,2023-03-04,
1009,1,837467,822584,2023-03-04,
1010,1,835226,822502,2023-03-04,
1012,1,837375,822830,2023-03-04,
1014,1,838021,822792,2023-03-04,
1016,1,841318,821273,2023-03-04,
1017,1,841594,820774,2023-03-04,
1020,1,842086,819742,2023-03-04,
1021,1,842207,819581,2023-03-04,
1022,1,842685,819301,2023-03-04,
1023,1,842606,819114,2023-03-04,
1024,1,842695,818646,2023-03-04,
1025,1,842602,818385,2023-03-04,
1026,1,842718,818198,2023-03-04,
1027,1,842905,818168,2023-03-04,
1028,1,842840,818146,2023-03-04,
1029,1,842590,818421,2023-03-04,
1030,1,842700,818789,2023-03-04,
1031,1,842594,819107,2023-03-04,
1032,1,842691,819324,2023-03-04,
1033,1,842388,819576,2023-03-04,
1034,1,842162,819635,2023-03-04,
1035,1,841983,819780,2023-03-04,
1038,1,841150,821551,2023-03-04,
1039,1,840225,821475,2023-03-04,
1040,1,838439,822685,2023-03-04,
1042,1,838019,822708,2023-03-04,
1046,1,844213,819924,2023-03-04,
1047,1,844220,820110,2023-03-04,
1049,1,844017,820837,2023-03-04,
1050,1,844411,820916,2023-03-04,
1051,1,844770,820644,2023-03-04,
1052,1,844771,820335,2023-03-04,
1053,1,844718,820470,2023-03-04,
1054,1,844428,820525,2023-03-04,
1055,1,844364,820315,2023-03-04,
1056,1,844477,819991,2023-03-04,
1058,1,842315,818531,2023-03-04,
1061,1,833943,816316,2023-03-04,
1062,1,838654,816924,2023-03-04,
1063,1,842025,818004,2023-03-04,
1064,1,842165,818514,2023-03-04,
1065,1,841860,819088,2023-03-04,
1066,1,845009,819915,2023-03-04,
1067,1,844966,820334,2023-03-04,
1068,1,844738,820648,2023-03-04,
1069,1,844391,820893,2023-03-04,
1070,1,844015,820811,2023-03-04,
1073,1,840353,821592,2023-03-04,
1074,1,840180,821593,2023-03-04,
1075,1,839673,821676,2023-03-04,
1076,1,839569,820481,2023-03-04,
1077,1,839494,820281,2023-03-04,
1079,1,840477,819784,2023-03-04,
1081,1,841126,819386,2023-03-04,
1082,1,841520,819167,2023-06-28,
1083,1,841726,819029,2023-03-04,
1084,1,841718,818983,2023-03-04,
1085,1,841475,819159,2023-03-04,
1086,1,841185,819404,2023-03-04,
1087,1,840685,819588,2023-03-04,
1088,1,840449,819788,2023-03-04,
1090,1,839699,821711,2023-03-04,
1091,1,840232,821503,2023-03-04,
1092,1,841711,831102,2023-03-04,
1095,1,841365,831032,2023-03-04,
1096,1,840882,830165,2023-03-04,
1097,1,840729,829852,2023-03-04,
1098,1,841099,829568,2023-03-04,
1100,1,839899,828807,2024-02-29,
1101,1,839877,826400,2023-03-04,
1102,1,841781,830964,2023-04-17,
1103,1,841553,831572,2023-03-04,
1104,1,841893,831859,2023-03-04,
1106,1,841565,831520,2023-03-04,
1108,1,841797,830982,2023-03-04,
1109,1,841384,821360,2023-03-04,
1112,1,841515,820534,2023-03-04,
1115,1,840800,820329,2023-03-04,
1116,1,840429,820419,2023-03-04,
1119,1,840260,820187,2023-03-04,
