STOP_ID,CHANGE
10000310,ADD
10000315,ADD
12680,UPDATE
12681,UPDATE
12682,UPDATE
12683,UPDATE
12684,UPDATE
12685,UPDATE
12686,UPDATE
12687,UPDATE
12720,UPDATE
12732,UPDATE
12764,UPDATE
12765,UPDATE
13130,UPDATE
13131,UPDATE
10000308,UPDATE
10000310,UPDATE
10000315,UPDATE
